step,true_value,prediction,lower_bound,upper_bound,width,covered
159,6.96,7.274602402076553,5.10930002870174,10.20734692858113,5.09804689987939,True
160,6.05,6.78933577616675,4.695057842595091,9.653755152418928,4.958697309823837,True
161,4.71,5.674588295927659,3.7836758791957505,8.312948879727283,4.529273000531533,True
162,3.97,4.187508815306445,2.720654792353915,6.232664466529827,3.512009674175912,True
163,3.5,3.7643618774112255,2.3908633189144015,5.694207924074227,3.303344605159826,True
164,2.97,3.3114904599837978,2.061207046008722,5.072424931455727,3.0112178854470044,True
165,2.51,2.7381482336095213,1.6515680347401154,4.269995728322911,2.6184276935827957,True
166,2.38,2.3253370475007786,1.358172430999299,3.689167905671476,2.330995474672177,True
167,2.3,2.3306139780274266,1.4042784832933055,3.6138538225558836,2.209575339262578,True
168,1.82,2.0591023893697624,1.2050850681465306,3.2438759228974696,2.038790854750939,True
169,1.68,1.4078704065373477,0.7262481393848519,2.3586364337773538,1.6323882943925019,True
170,1.49,1.7711279100647337,0.8912617444103057,3.060331636610189,2.169069892199883,True
171,2.17,1.3436413393271418,0.5829899107933987,2.469797684718146,1.8868077739247473,True
172,3.05,2.8129090873322142,1.5920333676426504,4.608830460960676,3.0167970933180257,True
173,2.81,3.8012450359569714,2.252827135304346,6.0867442186240375,3.8339170833196916,True
174,2.39,2.472583227811144,1.3808138945463728,4.06500499753379,2.684191102987417,True
175,2.04,2.224087943093671,1.1847895687494505,3.7577776887463887,2.572988119996938,True
176,1.56,1.8484851533076752,0.9367205767260984,3.189488027400536,2.2527674506744377,True
177,1.63,1.279968439773691,0.5248413746139193,2.4090471132974383,1.884205738683519,True
178,2.79,1.8212693746469335,0.8990459790352396,3.1913471143886385,2.292301135353399,True
179,2.67,3.9967617826745876,2.169726925853221,6.876901984569722,4.707175058716501,True
180,2.61,2.228975542238438,0.45194607164594136,6.180902415028864,5.728956343382923,True
181,2.6,2.876925884664987,0.8432156303893326,7.154528459597843,6.311312829208511,True
182,2.22,2.527577947127385,0.7886891682215218,5.956941649863193,5.168252481641671,True
183,1.91,2.0994247669031294,0.6376363129910101,4.866036194658595,4.228399881667585,True
184,1.99,1.8161243247973067,0.5522796287795255,4.108973966855739,3.5566943380762135,True
185,2.0,2.090833767668455,0.747609788085398,4.46646822676914,3.718858438683742,True
186,1.85,1.9519191331468448,0.72162711314117,4.061390182650954,3.339763069509784,True
187,1.9,1.8049047776540665,0.6978292626501641,3.633852758213237,2.936023495563073,True
188,1.9,1.9522483660292376,0.8432043623274803,3.7285968896669637,2.8853925273394836,True
189,1.81,1.8690273030758084,0.834841966814635,3.486118049765545,2.65127608295091,True
190,1.73,1.7843730532741215,0.8135704659939651,3.274845364527928,2.4612748985339628,True
191,1.77,1.7062571857375248,0.7909019875335248,3.0894633019211435,2.2985613143876185,True
192,1.77,1.8040171977333803,0.8762420921421175,3.1905639352797373,2.31432184313762,True
193,1.75,1.750799014200517,0.8696566373269121,3.047211164583188,2.1775545272562757,True
194,1.62,1.7571454227158547,0.8509247659610746,3.1070555766515993,2.2561308106905247,True
195,1.57,1.5671560463364074,0.7390573055813769,2.7895761945799724,2.0505188889985955,True
196,1.48,1.579679174625646,0.6593872957136482,3.0103625363331865,2.3509752406195386,True
197,1.54,1.4714818217532497,0.4853243302086986,3.112382912625227,2.6270585824165287,True
198,1.5,1.5665317284392768,0.46288610272637776,3.5028010730358057,3.039914970309428,True
199,1.43,1.4630217533581886,0.34247819411873226,3.5188638326434605,3.176385638524728,True
200,1.36,1.4427341020521736,0.3888396897230976,3.296356114735107,2.9075164250120094,True
201,1.38,1.3249527007237076,0.3710005728203714,2.9426716281253356,2.571671055304964,True
202,1.44,1.4080305405764078,0.4739667346076196,2.9340176058263197,2.4600508712187,True
203,1.23,1.4450676848760668,0.5485744834527939,2.860554366294033,2.3119798828412392,True
204,1.06,1.191720897356244,0.33476818368355876,2.5988575024701723,2.2640893187866133,True
205,1.26,1.0404074589373988,0.18122301320657,2.5245356312401177,2.3433126180335475,True
206,1.45,1.324104966225275,0.4003871008796993,2.857121999081454,2.4567348982017547,True
207,1.3,1.4140151264657872,0.39060963224795636,3.190585837799338,2.7999762055513817,True
208,1.0,1.2813798560342975,0.3123824617636983,2.9658363313728926,2.6534538696091943,True
209,0.98,0.9120704629943952,0.1087768204941908,2.297339363413177,2.1885625429189863,True
210,0.84,1.035175601164613,0.20862481262263832,2.426985516363841,2.2183607037412028,True
211,0.73,0.7556874533777347,0.07402844757951897,1.869978389208148,1.795949941628629,True
212,0.73,0.7341109226444744,0.08884989049549799,1.7617587311933556,1.6729088406978576,True
213,0.71,0.7282634261986911,0.11021184946355997,1.6903824452776894,1.5801705958141294,True
214,0.61,0.7054936987162259,0.12960977413069824,1.5749677658368149,1.4453579917061166,True
215,0.64,0.5748208234287162,0.06411216878428659,1.330638346837146,1.2665261780528596,True
216,0.83,0.6706529573591218,0.15002124239787062,1.426982390441058,1.2769611480431873,True
217,0.65,0.8985930978290719,0.3137381900274335,1.7438159128562134,1.43007772282878,True
218,0.49,0.5710925924465726,0.09449476007911665,1.2552249897131227,1.160730229634006,True
219,0.47,0.49441484160820437,0.040845105677202724,1.1456369508178104,1.1047918451406076,True
220,0.4,0.47896755681589126,0.0,1.223838048129596,1.223838048129596,True
221,0.62,0.3801466793351109,0.0,1.0476303268200828,1.0476303268200828,True
222,0.93,0.7239630031753517,0.15248510325032863,1.5788172254334345,1.4263321221831058,True
223,2.31,0.971829931773875,0.3001401116097356,1.9905340548453627,1.6903939432356272,False
224,1.94,3.9008116495382437,2.315447015131767,6.244258380432964,3.9288113653011965,False
225,1.52,1.874178256349377,1.0000597217362368,3.130326989486254,2.130267267750017,True
226,1.26,1.4999617488529955,0.7857052685658796,2.4999105707670455,1.7142053022011658,True
227,1.06,1.2162743964507334,0.6191971551109852,2.03352324011858,1.4143260850075947,True
228,0.94,1.0239958701597511,0.5079633565722736,1.7166172603395013,1.2086539037672277,True
229,1.0,0.9189265068491443,0.4539408271776876,1.5326195329668968,1.0786787057892093,True
230,1.07,1.0199432922415324,0.5523750035633825,1.6283410223082542,1.0759660187448716,True
231,1.03,1.082783116872739,0.6198782074516895,1.6779701658894592,1.0580919584377697,True
232,0.89,1.0174437478502578,0.5852804244340502,1.5674191221992313,0.9821386977651811,True
233,0.81,0.859485307038337,0.474147247284198,1.3455496820019217,0.8714024347177237,True
234,0.96,0.7966004413077319,0.43541826082966656,1.2486638450882572,0.8132455842585906,True
235,1.15,1.0008262146354707,0.6083950035341223,1.4890064520071582,0.8806114484730359,True
236,1.09,1.1936961430738875,0.773945076222357,1.712768750645382,0.938823674423025,True
237,1.24,1.0673556389127463,0.6797769915777307,1.5443611617337454,0.8645841701560146,True
238,1.0,1.2819017819094642,0.8602599007427916,1.799111962904985,0.9388520621621934,True
239,0.96,0.9478836869489358,0.5973348481627996,1.3753634763843023,0.7780286282215028,True
240,0.87,0.9590700884698973,0.6147753681940593,1.3767736907144945,0.7619983225204352,True
241,0.74,0.8514056716161436,0.5329090154400784,1.236077240310557,0.7031682248704787,True
242,0.89,0.7155451594107038,0.4260263020775558,1.0638435558234423,0.6378172537458864,True
243,1.02,0.9252160835405216,0.6056639818079295,1.3083640228074032,0.7027000409994737,True
244,0.94,1.0424609844927106,0.7088255371240211,1.4412362658132305,0.7324107286892094,True
245,0.99,0.9206383722890428,0.6118740550963389,1.2885483797235184,0.6766743246271796,True
246,0.8,1.0027808688759334,0.6895916421637984,1.3740240592090815,0.6844324170452831,True
247,0.74,0.7638587826430716,0.49053484692916793,1.087302964782645,0.5967681178534772,True
248,0.78,0.7301185429502277,0.46591774722478135,1.0419359669579262,0.5760182197331449,True
249,0.92,0.7890396249067888,0.5189562808026074,1.10714608441226,0.5881898036096527,True
250,1.29,0.9490887935124168,0.6638961662971905,1.2831635783197992,0.6192674120226087,False
251,3.42,1.380560412087351,1.0421010782626303,1.7751162446958317,0.7330151664332014,False
252,3.25,4.914802561624915,4.093591193937883,5.868413268941134,1.774822075003251,False
253,3.12,2.9682064738868754,2.4308778605808525,3.5896890706368003,1.1588112100559478,True
254,3.36,3.171527716761492,2.611047981858559,3.8190009047603253,1.2079529229017663,True
255,2.71,3.4185897262288494,2.8308275496735447,4.0965319935633575,1.2657044438898128,False
256,2.59,2.59098064125491,2.107932282100705,3.149106478327603,1.041174196226898,True
257,3.09,2.569665927550429,2.061608758178662,3.1620323956399092,1.100423637461247,True
258,2.63,3.170295633645967,2.5845261810484152,3.8517892724443525,1.2672630913959373,True
259,3.21,2.5292768878938787,2.0373610850367534,3.100860912712715,1.0634998276759617,False
260,3.09,3.2654230541261953,2.6640767594209476,3.965461977261225,1.3013852178402776,True
261,3.05,3.0877656755981553,2.510327540259902,3.760190616674267,1.249863076414365,True
262,3.05,3.046089801079651,2.4685111210871207,3.71984725056027,1.2513361294731493,True
263,2.95,3.049307337392058,2.4661887985245126,3.730524176766422,1.2643353782419093,True
264,2.71,2.950219486750162,2.380636045597563,3.6157686846596055,1.2351326390620425,True
265,2.68,2.697066837185286,2.165384800194005,3.3180542213311597,1.1526694211371549,True
266,2.34,2.6724745923176445,2.1401891220864373,3.294986418606989,1.1547972965205515,True
267,2.12,2.3119037119090664,1.8378535089987063,2.8651417919127176,1.0272882829140113,True
268,2.03,2.0911476648107206,1.6480834893711651,2.6083431372225445,0.9602596478513794,True
269,2.08,2.0117436221153877,1.5792845216432103,2.516711541219973,0.9374270195767629,True
270,2.14,2.0821355151945946,1.6397660854490392,2.598636783155701,0.9588706977066619,True
271,2.58,2.1472061809145617,1.6958540934212891,2.6741256766669363,0.9782715832456472,True
272,3.17,2.6343838157782287,2.1108717727707393,3.2459949124248766,1.1351231396541372,True
273,3.09,3.283899546719282,2.6671400889993837,4.004388946425318,1.3372488574259345,True
274,2.76,3.100243818097737,2.5090774460764576,3.7910026570221227,1.2819252109456651,True
275,2.65,2.717280509088525,2.1813555254605737,3.3434863763769203,1.1621308509163466,True
276,2.51,2.629679255797807,2.1067394904348933,3.2406424936918974,1.133903003257004,True
277,2.32,2.4869538903397186,1.9851802587239473,3.0730697577883452,1.087889499064398,True
278,1.9,2.289283670059361,1.816191491677594,2.8418506319945296,1.0256591403169355,True
279,1.68,1.8323369840673727,1.4251367215386161,2.307909496428828,0.8827727748902117,True
280,1.73,1.6291641898953615,1.251270060780043,2.070490945467918,0.819220884687875,True
281,1.83,1.741739947555672,1.3523727055935306,2.1955556711519995,0.8431829655584688,True
282,2.73,1.8219375908187474,1.42417430305477,2.2849666612013415,0.8607923581465715,False
283,2.5,2.846933964937756,2.296128769869512,3.4897823974205915,1.1936536275510794,True
284,2.3,2.5040838608204474,1.9787583900498262,3.1220542574642804,1.1432958674144542,True
285,2.28,2.295278325888126,1.7909048816453077,2.8908023403027925,1.0998974586574848,True
286,2.28,2.2790971104036726,1.7730670486497164,2.877467681386715,1.1044006327369984,True
287,2.05,2.264489231298893,1.7536654526403876,2.870074315326846,1.1164088626864586,True
288,1.9,2.0721344553662626,1.5864355035858848,2.649041353926483,1.0626058503405984,True
289,1.8,1.8815691651327802,1.4150739506404775,2.438172504507349,1.0230985538668715,True
290,1.92,1.7775655062829343,1.297259314769216,2.3582931156676206,1.0610338008984046,True
291,2.35,1.9637107563830023,1.4210195844072993,2.6280505552583766,1.2070309708510774,True
292,7.39,2.495643955641207,1.8197583758323477,3.333536791429477,1.5137784155971294,False
293,10.63,15.552579042154335,11.748889107872749,20.49111743215122,8.742228324278472,False
294,6.05,12.095542723405051,8.649729389162847,16.77181849401113,8.122089104848282,False
295,7.2,4.996983398905501,3.2073429990985085,7.5478673582006515,4.340524359102143,True
296,6.75,8.328884799978868,5.248677423020529,12.92744187604559,7.678764453025061,True
297,4.78,6.01630357771105,3.6726807884097994,9.535390308858284,5.862709520448485,True
298,4.06,4.657334709283601,2.6306735171802402,7.815288915793776,5.184615398613536,True
299,3.87,3.8769696757624663,2.122269217598283,6.61780345021063,4.495534232612346,True
300,3.7,3.9419488204076565,2.046713566995646,7.016132007976035,4.969418440980389,True
301,3.6,3.5763615703849583,1.774318612234897,6.548911336475963,4.7745927242410655,True
302,4.22,3.6605593079138172,1.7579734798135105,6.8756424677625425,5.117668987949032,True
303,4.93,4.438565635253679,2.33067213104951,7.880488683718649,5.549816552669139,True
304,4.91,5.038462021225231,2.800165410145135,8.595114855904894,5.794949445759759,True
305,4.69,4.813482878334926,2.7316624469757094,8.056709618546408,5.325047171570699,True
306,4.27,4.679910102115337,2.706077569874475,7.704992855614881,4.998915285740406,True
307,4.06,4.114128655240868,2.4016294138317273,6.688759920762367,4.287130506930639,True
308,3.64,4.004847592337735,2.207137669337684,6.8102351707594995,4.603097501421816,True
309,3.44,3.46917348249322,1.9050884739835454,5.875353985082696,3.9702655110991505,True
310,3.34,3.50713277945934,1.8851186009940006,6.041043610712599,4.155925009718598,True
311,3.26,3.2064752330716484,1.7108450823618089,5.527275941209077,3.8164308588472684,True
312,3.41,3.3851019298298475,1.6777035599731533,6.181197807867218,4.503494247894064,True
313,3.49,3.338586694384439,1.67407135501605,6.039204271561673,4.365132916545623,True
314,3.45,3.658355663405911,1.6895401934245529,7.068396798768518,5.378856605343965,True
315,3.53,3.2635125656152715,1.5044179770438189,6.2581891536395355,4.753771176595716,True
316,3.46,3.76710237041455,1.6631046930424245,7.533372746998499,5.8702680539560745,True
317,3.44,3.204203996570606,1.4120723719744595,6.32786107504382,4.91578870306936,True
318,3.29,3.6652899599435935,1.6229341050479769,7.297932597110513,5.674998492062537,True
319,3.42,3.0536724888291635,1.329600676739222,6.053681264246073,4.724080587506851,True
320,3.81,3.7176606602918776,1.706202445149005,7.224189637239114,5.517987192090109,True
321,3.77,3.7617885101692456,1.7656612671136496,7.198628691518669,5.432967424405019,True
322,4.01,3.7767125450905903,1.7491745588038716,7.299575836447861,5.5504012776439895,True
323,4.66,4.1099939616465,1.996002039542938,7.715627674287992,5.719625634745054,True
324,5.37,4.4539103432777605,2.3052491182596015,7.999363427158137,5.694114308898536,True
325,5.41,5.579384525631538,2.9504013390218105,9.957950096999182,7.007548757977371,True
326,5.23,5.16796133098858,2.432019613493235,10.084944512262885,7.652924898769649,True
327,5.27,5.204903376323028,2.405470284523346,10.30558269278622,7.900112408262874,True
328,5.47,5.347804610387935,2.33994208457615,11.064467691743177,8.724525607167028,True
329,5.93,5.597232743541854,2.482608941970516,11.497377855991632,9.014768914021115,True
330,6.41,6.208925542750253,2.647873030712978,13.246276403638907,10.59840337292593,True
331,7.08,6.607100681274391,3.0172341834364635,13.404930888431123,10.38769670499466,True
332,6.9,7.509245517985196,3.5981777099354515,14.746946693447299,11.148768983511847,True
333,6.61,6.633434105846464,3.179899086713694,12.940364357961643,9.760465271247948,True
334,6.61,6.491327208698259,3.1591784879791565,12.493045203513296,9.333866715534139,True
335,7.25,6.646968222817955,3.3077507794938343,12.574630008576916,9.26687922908308,True
336,7.23,7.705925434432894,3.909806043513056,14.437094051820058,10.527288008307002,True
337,7.1,7.082030515657298,3.619940474623994,13.13854087835016,9.518600403726165,True
338,6.76,7.09518334110926,3.658630677656853,13.06679298285424,9.408162305197386,True
339,6.66,6.563060130733129,3.405098509507563,11.984926084542721,8.579827575035157,True
340,6.84,6.666447543174682,3.523955615294126,11.991820196809753,8.467864581515627,True
341,6.98,6.938397502959557,3.7448873286144044,12.281275307626112,8.536387979011707,True
342,7.17,7.021604376270545,3.8480916234993536,12.27246714098974,8.424375517490386,True
343,7.28,7.266161635586293,4.035422017845096,12.569752037363529,8.534330019518432,True
344,7.21,7.309889816385484,4.090353140991567,12.56571279984238,8.475359658850813,True
345,7.75,7.158860000351218,4.030446328449115,12.232821137335074,8.20237480888596,True
346,9.0,8.102209543408994,4.602949672532512,13.78689322845154,9.183943555919027,True
347,9.99,9.757676406074062,5.614308998250256,16.496552049264256,10.882243051014001,True
348,9.98,10.403542670271198,5.990738851754527,17.601865724115633,11.611126872361107,True
349,9.85,9.805055071934518,5.620319341209166,16.634982406485275,11.014663065276109,True
350,9.69,9.825422652855973,5.625282180183269,16.68826933341661,11.06298715323334,True
351,9.37,9.579018579620708,5.449812991099588,16.351764192604964,10.901951201505376,True
352,9.39,9.170803587551397,5.172902616701947,15.757958458093576,10.585055841391629,True
353,9.79,9.492472444937453,5.345004200653246,16.350970074446487,11.00596587379324,True
354,9.73,10.0779260296803,5.671580405146234,17.39450889693331,11.722928491787076,True
355,10.03,9.580787000529156,5.390480495611383,16.51872236014956,11.128241864538177,True
356,10.38,10.273008426331291,5.805684409625279,17.672731694758877,11.867047285133598,True
357,10.33,10.52550881698638,5.95963145693867,18.086837329294713,12.127205872356043,True
358,9.96,10.244535751882493,5.800790935566243,17.591894012521365,11.791103076955121,True
359,9.63,9.74788538788863,5.50939454411068,16.746203510694095,11.236808966583414,True
360,9.2,9.487599769261001,5.357897308030009,16.299705168450366,10.941807860420358,True
361,8.88,8.970253563615554,4.959528449558707,15.680171420299121,10.720642970740414,True
362,8.69,8.76713650882893,4.880188723544745,15.223451332458417,10.343262608913673,True
363,8.49,8.606326590328498,4.825803683670754,14.840133923274784,10.01433023960403,True
364,8.37,8.387755584391938,4.737219685367973,14.361091215845532,9.623871530477558,True
365,8.88,8.334861257592024,4.724034789443135,14.223463501515498,9.499428712072362,True
366,10.31,9.415090106937933,5.290470792990567,16.244194513470823,10.953723720480255,True
367,10.99,11.645591189669993,6.155268382102153,21.3487041990281,15.193435816925945,True
368,10.56,10.891973914569716,5.6045453243053185,20.41238141925862,14.8078360949533,True
369,10.62,10.207170312801567,4.856037503661734,20.448063872815652,15.592026369153917,True
370,10.74,10.930560682347304,5.151675603228215,22.138131360580275,16.98645575735206,True
371,11.19,10.639443289669034,5.3086025824325995,20.474904834024535,15.166302251591937,True
372,12.79,11.708544160937773,5.959487206038472,22.206752151275207,16.247264945236736,True
373,14.24,14.183046979929111,7.884855670942217,24.945825585964513,17.060969915022298,True
374,14.21,14.793524171126933,8.551155419944873,25.115731006020038,16.564575586075165,True
375,13.88,13.783233293748198,8.043727014544091,23.165256897507355,15.121529882963264,True
376,17.01,13.85589876578861,8.423078629824468,22.42097915227421,13.997900522449742,True
377,17.68,21.053218494358738,12.431368680772083,35.20959691592425,22.77822823515217,True
378,16.17,16.641022304572893,10.10394431035356,27.026587602773127,16.922643292419565,True
379,13.86,16.664404140648383,9.686698594799664,28.198088715255395,18.51139012045573,True
380,13.99,12.82990285035864,7.820004797104069,20.68549986652589,12.865495069421822,True
381,13.45,14.509959531265356,9.420632495145407,22.084860230274565,12.664227735129158,True
382,12.76,13.038076519441644,8.857532262854306,18.99157467719378,10.134042414339472,True
383,12.49,12.626640900947299,8.949976232461703,17.66188801914653,8.711911786684828,True
384,12.22,12.422548797835486,9.11746596920333,16.807306372828986,7.689840403625656,True
385,13.63,12.120749453609974,9.177730841573997,15.914778834707583,6.7370479931335865,True
386,16.57,14.395154725539777,11.22934761229566,18.380493264008116,7.151145651712456,True
387,21.04,17.990834016972812,14.389482668700476,22.43495128616081,8.045468617460335,True
388,35.76,23.949041359926802,19.59050967238813,29.230172768090824,9.639663095702694,False
389,45.58,57.65019271499682,47.87684101126005,69.37781154297203,21.500970531711978,False
390,41.96,51.774497958742494,43.618088192860526,61.4219402399894,17.80385204712887,False
391,48.31,38.921443958097406,30.539383759748443,49.53116128836576,18.991777528617316,True
392,46.39,55.59893386329689,39.54540953481053,78.00868066732737,38.46327113251684,True
393,54.3,41.790817258675474,28.089305794234658,61.94595184283373,33.856646048599075,True
394,56.68,58.737488473410096,41.39747647257045,83.16933803641663,41.77186156384618,True
395,52.54,58.09914394889472,42.50324696878169,79.28616388102199,36.7829169122403,True
396,49.19,50.6048673125842,38.18763472753648,66.956699833127,28.769065105590528,True
397,65.39,47.60348123318142,36.90235840384358,61.32589441570641,24.42353601186283,False
398,63.24,75.00435978513607,59.59395075149179,94.33398358591418,34.740032834422394,True
399,49.61,63.82782408824281,51.24446463432519,79.44195314148114,28.197488507155946,False
400,45.47,45.5263851812606,35.33023586240469,58.58410306592884,23.253867203524152,True
401,129.12,45.132606761845516,34.36667795345053,59.17577928705168,24.809101333601156,False
402,671.52,130.41386698260587,101.66873833541902,167.20703863041726,65.53830029499824,False
403,522.16,2477.014327535083,809.8632964830314,7571.860966950487,6761.9976704674555,False
404,197.72,343.3039224800772,81.60910825695535,1434.0135661364675,1352.4044578795122,True
405,122.48,158.99681180709445,30.39379891871379,814.415167011702,784.0213680929883,True
406,92.67,100.9690883614089,16.661548984583966,587.7193128039071,571.0577638193231,True
407,79.19,87.16264531387245,12.946297408972601,556.3272819880493,543.3809845790768,True
408,69.56,73.29691202537035,10.150085328742588,494.0662684415638,483.9161831128212,True
409,63.13,66.72255970007366,8.938153118732869,460.488672747961,451.5505196292281,True
410,58.18,60.36061217740564,8.017523642939913,416.5342229053993,408.5166992624594,True
411,60.16,56.44141830906844,7.735415979757027,376.7171625259176,368.9817465461606,True
412,58.1,63.39552257448074,8.934743458125185,416.40215488392766,407.4674114258025,True
413,53.25,54.065175299689706,7.710392551159439,347.1098599146309,339.39946736347144,True
414,48.79,52.663161338909,7.62184317844158,333.00455393185393,325.38271075341237,True
415,44.91,45.80985769052725,6.922880029237809,275.5613979918116,268.63851796257376,True
416,41.77,44.295930497752,7.060682672836707,253.53443621731623,246.4737535444795,True
