step,true_value,prediction,lower_bound,upper_bound
80,229.67,171.96453893296942,128.69493964665844,229.67
81,133.58000000000007,180.32619587216993,134.9648062838652,240.82132279751778
82,133.42000000000002,130.46023999954878,97.4298506033258,174.5747326122126
83,153.82999999999996,133.32937605151275,99.46116904647582,178.61548169961023
84,104.29,144.32572508279299,107.58595988510918,193.49629024954393
85,219.92000000000007,117.2816453608087,87.0348870789617,157.92049269866712
86,97.57999999999997,175.45463325798787,125.42656470546895,245.27923467467366
87,141.37999999999997,121.87885843571017,83.43748727298397,177.82121245091028
88,221.71000000000006,138.01994556757555,91.22501409249278,208.55860463441084
89,185.67,172.0180534368826,110.43151861264641,267.64254555434735
90,193.70999999999998,164.43468497235048,102.93336939152208,262.32866096933566
91,254.42000000000007,171.23571287213224,104.97910181181926,278.91500476429957
92,102.92,199.12964371045192,120.02366525334969,329.9424996163209
93,130.21000000000006,139.85059974567767,82.48114941253331,236.64516406788488
94,90.50000000000003,139.12016302372206,80.66016949451506,239.43129235867178
95,132.5,119.41193050085809,68.19214703288,208.54737826033295
96,145.17000000000002,124.3220063416773,70.17219079061944,219.6705329572828
97,114.91999999999996,136.05688821192487,76.08057102559427,242.70071934338327
98,123.17,133.22155211821374,73.87949797756526,239.59222537015393
99,189.62000000000006,136.05632726482835,74.95591264230652,246.30710473829564
100,214.42,157.46361361035332,86.34646157882314,286.4840764532969
101,226.83000000000007,170.27414391555533,92.99668784281279,311.0836813214304
102,138.99999999999994,180.41832997897993,98.22696254505621,330.690193957286
103,159.42000000000004,160.2130465613841,86.95000887721514,294.5047613228386
104,185.07999999999998,160.04320814422871,86.69417788764926,294.74272219773
105,227.07999999999993,170.1461083119363,92.07813540666977,313.69249209113514
106,239.20999999999998,183.91379299872693,99.49002595504284,339.2637278297981
107,155.45999999999998,194.11742333213314,105.00108444134155,358.1549000504644
108,136.33000000000007,169.05549681619314,91.39000602161815,312.008660164343
109,238.66999999999993,156.5726387539162,84.63883182289882,288.9284816871259
110,267.58000000000004,176.21704068383622,95.37540637894197,324.87026803550424
111,198.29000000000005,185.44636760639074,100.48069033797793,341.55036970918235
112,192.20999999999998,174.05764620387296,94.38114989761559,320.2917806855508
113,294.17,173.24739041386815,94.05401988177397,318.4199793318235
