step,true_value,prediction,lower_bound,upper_bound,width,covered,k_adap,t_adap,n_cal
80,67.33,70.83086776660795,52.612425020469196,95.2402570324688,42.62783201199961,True,0.101,0.404,48
81,73.16,75.56937692228261,56.1666675024528,101.5574821554017,45.3908146529489,True,0.10200000000000001,0.40800000000000003,48
82,83.25,80.3484573633316,59.58272785178062,108.23198327391393,48.64925542213331,True,0.10300000000000001,0.41200000000000003,47
83,93.82,92.56773438154245,68.35166341555721,125.23952312196374,56.88785970640653,True,0.10400000000000001,0.41600000000000004,47
84,80.34,104.46583017328854,76.6751837613443,142.19942091564658,65.52423715430228,True,0.10500000000000001,0.42000000000000004,47
85,71.74,78.48718194544213,57.253244334528375,107.46111947592993,50.20787514140156,True,0.10600000000000001,0.42400000000000004,46
86,65.7,66.24324874453941,48.22130022899396,90.86377606206564,42.64247583307168,True,0.10700000000000001,0.42800000000000005,46
87,59.37,61.71319990242139,44.85913978949877,84.76143076503294,39.90229097553417,True,0.10800000000000001,0.43200000000000005,46
88,54.38,55.237475365203096,40.02042157443622,76.09949127930904,36.079069704872815,True,0.10900000000000001,0.43600000000000005,45
89,49.55,50.93110188598653,36.78475323900646,70.37374501386653,33.58899177486006,True,0.11000000000000001,0.44000000000000006,45
90,46.19,46.250641252798104,33.29796531420112,64.09491389205544,30.796948577854323,True,0.11100000000000002,0.44400000000000006,45
91,44.01,43.70735303618192,31.379714725912912,60.72838248949246,29.34866776357955,True,0.11200000000000002,0.44800000000000006,44
92,43.29,42.322821525169324,30.32397823762527,58.917895826119825,28.593917588494556,True,0.11300000000000002,0.45200000000000007,44
93,45.4,42.610527702726024,30.501456992869173,59.37429084441248,28.872833851543305,True,0.11400000000000002,0.45600000000000007,44
94,47.08,46.782966711297604,33.52427746228551,65.13351750017554,31.609240037890032,True,0.11500000000000002,0.4600000000000001,44
95,54.06,48.34062299449232,34.65723339833993,67.27498505809383,32.6177516597539,True,0.11600000000000002,0.4640000000000001,43
96,60.26,59.37572771337853,42.62976511807488,82.54912035522011,39.91935523714523,True,0.11700000000000002,0.4680000000000001,43
97,136.75,65.31523766638813,46.91020649685842,90.79068654270797,43.88048004584955,False,0.10800000000000001,0.4600000000000001,43
98,228.79,244.7458198148956,176.4315303875122,339.36232356560635,162.93079317809415,True,0.10900000000000001,0.4640000000000001,43
99,272.87,360.5464752408135,260.81492874140827,498.26814482058336,237.4532160791751,True,0.11000000000000001,0.4680000000000001,43
100,211.29,302.16529203084656,219.15285588874295,416.47900076570414,197.3261448769612,False,0.101,0.4600000000000001,43
101,214.44,174.77395833251117,128.31702325610712,237.92047349937943,109.6034502432723,True,0.10200000000000001,0.4640000000000001,43
102,201.37,221.82991906664122,164.85841739662376,298.37083453840205,133.5124171417783,True,0.10300000000000001,0.4680000000000001,43
103,154.98,193.23327984053475,145.58730209614134,256.36585951263356,110.77855741649222,True,0.10400000000000001,0.4720000000000001,43
104,119.15,132.2002840122495,101.81494408693656,171.56553333279723,69.75058924586067,True,0.10500000000000001,0.4760000000000001,42
105,96.01,102.80309473883658,80.82268205234092,130.68820927267086,49.86552722032994,True,0.10600000000000001,0.4800000000000001,42
106,85.09,84.97034299299106,68.01979609501048,106.08376860688558,38.06397251187511,True,0.10700000000000001,0.4840000000000001,42
107,74.13,79.88152682524097,64.93864229312295,98.21073825726089,33.27209596413793,True,0.10800000000000001,0.4880000000000001,41
108,69.41,68.19794213680488,56.1561626664748,82.7767088023428,26.620546135867997,True,0.10900000000000001,0.4920000000000001,41
109,79.39,67.10494878697062,55.89686479916924,80.52090744626786,24.62404264709862,True,0.11000000000000001,0.4960000000000001,41
110,89.35,87.29007237616062,73.45938061752233,103.68978946023185,30.230408842709522,True,0.11100000000000002,0.5,40
111,78.8,95.36228300288701,80.92978678398318,112.33716283201396,31.407376048030784,False,0.10200000000000001,0.492,40
112,69.7,71.73916925105156,60.68569560184198,84.77331732602092,24.087621724178938,True,0.10300000000000001,0.496,41
113,66.57,65.29806395316776,55.5946909581653,76.66511680728884,21.070425849123538,True,0.10400000000000001,0.5,40
114,62.98,65.32892589849274,55.95591557711786,76.24441554961604,20.28849997249818,True,0.10500000000000001,0.5,40
115,57.28,60.9280014418073,52.45459368328534,70.74457980728555,18.289986124000208,True,0.10600000000000001,0.5,40
116,51.89,54.14098538559596,47.00205302268753,62.34162973940809,15.339576716720565,True,0.10700000000000001,0.5,40
117,47.71,49.133393493122036,42.97464835787033,56.15468427813783,13.1800359202675,True,0.10800000000000001,0.5,40
118,43.03,45.617384995157934,39.996593501518696,52.00880873690815,12.012215235389455,True,0.10900000000000001,0.5,40
119,38.88,40.5736269943553,35.7472087748445,46.03395221269023,10.286743437845729,True,0.11000000000000001,0.5,40
120,35.32,36.801550771070744,32.55872226415583,41.58079999142614,9.022077727270307,True,0.11100000000000002,0.5,40
121,32.0,33.521628963483536,29.7618971184278,37.740876796526194,7.978979678098394,True,0.11200000000000002,0.5,40
122,29.59,30.29896676897029,26.979843595789706,34.01182261621064,7.0319790204209305,True,0.11300000000000002,0.5,40
123,28.34,28.35226503018942,25.320200622142366,31.73362064260563,6.413420020463263,True,0.11400000000000002,0.5,40
124,27.79,27.741758406739777,24.838431376010387,30.971316845432657,6.13288546942227,True,0.11500000000000002,0.5,40
125,28.03,27.53483052736783,24.647046105041998,30.747771259534282,6.1007251544922845,True,0.11600000000000002,0.5,40
126,27.59,28.23476971693577,25.275309752874612,31.527561746774865,6.252251993900252,True,0.11700000000000002,0.5,40
127,27.32,27.26981194436355,24.41078534659125,30.450514278453298,6.039728931862047,True,0.11800000000000002,0.5,40
128,26.91,27.20170956836145,24.355367765687664,30.36757588878299,6.012208123095327,True,0.11900000000000002,0.5,40
129,25.95,26.6669880056803,23.8827194278566,29.762804183272284,5.880084755415684,True,0.12000000000000002,0.5,40
130,24.35,25.385246405980716,22.74750627010019,28.315971958742473,5.568465688642284,True,0.12100000000000002,0.5,40
131,24.14,23.453691583115756,21.053036098798252,26.11567828407684,5.0626421852785874,True,0.12200000000000003,0.5,40
132,24.14,24.167315907952414,21.70332933184888,26.898718322432636,5.195388990583755,True,0.12300000000000003,0.5,40
133,22.5,24.133627155881772,21.681334991188155,26.85105966012569,5.169724668937533,True,0.12400000000000003,0.5,40
134,21.27,21.470264357592175,19.31344004064582,23.856094255319682,4.542654214673863,True,0.12500000000000003,0.5,40
135,21.46,20.806173982665815,18.760900734499252,23.063135084330003,4.302234349830751,True,0.12600000000000003,0.5,40
136,29.27,21.98007368315611,19.689215603916235,24.52459197067499,4.835376366758755,False,0.11700000000000002,0.492,40
137,41.31,33.26818553921578,29.753786517759067,37.184193659275145,7.430407141516078,False,0.10800000000000001,0.484,41
138,33.3,46.16152236257745,36.44703476699577,58.396136580518174,21.949101813522404,False,0.099,0.476,41
139,30.55,23.573854522852564,17.790998812366073,31.136361251479663,13.34536243911359,True,0.1,0.48,42
140,27.84,37.16331403783684,25.926449088074303,53.089513756034385,27.163064667960082,True,0.101,0.484,42
141,27.66,24.063466376113716,16.92879338272218,34.037346539558634,17.108553156836454,True,0.10200000000000001,0.488,41
142,24.6,29.070250116106113,20.849793043812245,40.3834556799727,19.533662636160454,True,0.10300000000000001,0.492,41
143,21.51,22.825298693629758,16.63899806628952,31.181241570943932,14.542243504654412,True,0.10400000000000001,0.496,41
144,20.83,20.664080815122727,15.299582520295441,27.794136106233328,12.494553585937886,True,0.10500000000000001,0.5,40
145,21.79,20.81730327244604,15.648869550092467,27.59021272583885,11.941343175746383,True,0.10600000000000001,0.5,40
146,23.07,22.316728526736117,17.010748327926823,29.185854540342152,12.17510621241533,True,0.10700000000000001,0.5,40
147,21.13,23.461037336442526,18.1113402029806,30.30823590705156,12.196895704070961,True,0.10800000000000001,0.5,40
148,18.87,20.03142195352211,15.574647280369287,25.686583545640122,10.111936265270835,True,0.10900000000000001,0.5,40
149,17.94,18.277315651125875,14.345011825693266,23.217309372868705,8.872297547175439,True,0.11000000000000001,0.5,40
150,17.59,17.73285011444271,14.000849890527821,22.393319443304467,8.392469552776646,True,0.11100000000000002,0.5,40
151,15.58,17.49200387153859,13.892071750424522,21.96216489658333,8.07009314615881,True,0.11200000000000002,0.5,40
152,14.05,14.6762221629749,11.66512532623632,18.40319854505324,6.73807321881692,True,0.11300000000000002,0.5,40
153,12.6,13.657279407635887,10.881228585115341,17.08195491690571,6.200726331790367,True,0.11400000000000002,0.5,40
154,10.41,12.038383087522124,9.558252170700927,15.101096165209064,5.542843994508138,True,0.11500000000000002,0.5,40
